Complaint_Type,Event_Year,Complaint_Year,Review_Year,Event_Date,Complaint_Date,Review_Completion_Date,Beat,Individual_Number,Action_Number,Action_Seq,Allegation_Number,Allegation_Type,Allegation_Seq,Incident_Number,Incident_Seq,CRB_Finding,CRB_Individual_Sustained,CRB_Split,RPD_Finding,RPD_Individual_Sustained,CRB_RPD,Concurrence,RPD_Action_Sustained,RPD_Allegation_Sustained,RPD_Incident_Sustained,CRB_Action_Sustained,CRB_Allegation_Sustained,CRB_Incident_Sustained,FID
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.B.01,14-0475.02.B,1,14-0475.02,Force,4,14-0475,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,323
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.B.02,14-0475.02.B,2,14-0475.02,Force,5,14-0475,8,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,324
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.B.03,14-0475.02.B,3,14-0475.02,Force,6,14-0475,9,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,325
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.C.01,14-0475.02.C,1,14-0475.02,Force,7,14-0475,10,Unprovable,0,0,Exonerated,0,Unprovable-Exonerated,0,0,0,0,0,0,0,326
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.C.02,14-0475.02.C,2,14-0475.02,Force,8,14-0475,11,Unprovable,0,0,Exonerated,0,Unprovable-Exonerated,0,0,0,0,0,0,0,327
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.C.03,14-0475.02.C,3,14-0475.02,Force,9,14-0475,12,Unprovable,0,0,Exonerated,0,Unprovable-Exonerated,0,0,0,0,0,0,0,328
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.D.01,14-0475.02.D,1,14-0475.02,Force,10,14-0475,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,329
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.D.02,14-0475.02.D,2,14-0475.02,Force,11,14-0475,14,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,330
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.D.03,14-0475.02.D,3,14-0475.02,Force,12,14-0475,15,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,331
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.03.A.01,14-0475.03.A,1,14-0475.03,Procedure,1,14-0475,16,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,332
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.03.A.02,14-0475.03.A,2,14-0475.03,Procedure,2,14-0475,17,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,333
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.03.A.03,14-0475.03.A,3,14-0475.03,Procedure,3,14-0475,18,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,334
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.04.A.01,14-0475.04.A,1,14-0475.04,Procedure,1,14-0475,19,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,335
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.04.A.02,14-0475.04.A,2,14-0475.04,Procedure,2,14-0475,20,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,336
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.04.A.03,14-0475.04.A,3,14-0475.04,Procedure,3,14-0475,21,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,337
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.05.A.01,14-0475.05.A,1,14-0475.05,Procedure,1,14-0475,22,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,338
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.05.A.02,14-0475.05.A,2,14-0475.05,Procedure,2,14-0475,23,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,339
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.05.A.03,14-0475.05.A,3,14-0475.05,Procedure,3,14-0475,24,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,340
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.06.A.01,14-0475.06.A,1,14-0475.06,Procedure,1,14-0475,25,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,341
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.06.A.02,14-0475.06.A,2,14-0475.06,Procedure,2,14-0475,26,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,342
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.06.A.03,14-0475.06.A,3,14-0475.06,Procedure,3,14-0475,27,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,343
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.01.A.01,14-0168.01.A,1,14-0168.01,Force,1,14-0168,1,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,1,344
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.01.B.01,14-0168.01.B,1,14-0168.01,Force,2,14-0168,2,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,1,345
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.01.B.02,14-0168.01.B,2,14-0168.01,Force,3,14-0168,3,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,1,346
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.01.C.01,14-0168.01.C,1,14-0168.01,Force,4,14-0168,4,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,347
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.02.A.01,14-0168.02.A,1,14-0168.02,Procedure,1,14-0168,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,348
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.03.A.01,14-0168.03.A,1,14-0168.03,Procedure,1,14-0168,6,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,349
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.04.A.01,14-0168.04.A,1,14-0168.04,Courtesy,1,14-0168,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,350
Citizen,2014,2014,2014,2014/02/22 00:00:00+00,2014/02/25 00:00:00+00,2014/08/13 00:00:00+00,287,14-0168.04.A.02,14-0168.04.A,2,14-0168.04,Courtesy,2,14-0168,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,1,351
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.02.A.02,13-0913.02.A,2,13-0913.02,Force,2,13-0913,8,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,352
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.03.A.01,13-0913.03.A,1,13-0913.03,Force,1,13-0913,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,353
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.03.A.02,13-0913.03.A,2,13-0913.03,Force,2,13-0913,10,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,354
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.04.A.01,13-0913.04.A,1,13-0913.04,Procedure,1,13-0913,11,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,355
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.04.A.02,13-0913.04.A,2,13-0913.04,Procedure,2,13-0913,12,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,356
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.05.A.01,13-0913.05.A,1,13-0913.05,Procedure,1,13-0913,13,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,357
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.01.A.01,13-0943.01.A,1,13-0943.01,Courtesy,1,13-0943,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,358
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.02.A.01,13-0943.02.A,1,13-0943.02,Courtesy,1,13-0943,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,359
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.02.A.02,13-0943.02.A,2,13-0943.02,Courtesy,2,13-0943,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,360
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.02.A.03,13-0943.02.A,3,13-0943.02,Courtesy,3,13-0943,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,361
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.02.A.04,13-0943.02.A,4,13-0943.02,Courtesy,4,13-0943,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,362
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.02.A.05,13-0943.02.A,5,13-0943.02,Courtesy,5,13-0943,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,363
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.02.A.06,13-0943.02.A,6,13-0943.02,Courtesy,6,13-0943,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,364
Citizen,2013,2013,2014,2013/09/23 00:00:00+00,2013/09/24 00:00:00+00,2014/05/20 00:00:00+00,219,13-0943.03.A.01,13-0943.03.A,1,13-0943.03,Force,1,13-0943,8,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,365
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.01.A.01,13-1140.01.A,1,13-1140.01,Courtesy,1,13-1140,1,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,366
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.02.A.01,13-1140.02.A,1,13-1140.02,Force,1,13-1140,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,367
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.03.A.01,13-1140.03.A,1,13-1140.03,Force,1,13-1140,3,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,368
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.04.A.01,13-1140.04.A,1,13-1140.04,Procedure,1,13-1140,4,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,369
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.04.A.02,13-1140.04.A,2,13-1140.04,Procedure,2,13-1140,5,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,370
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.04.A.03,13-1140.04.A,3,13-1140.04,Procedure,3,13-1140,6,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,371
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.04.A.04,13-1140.04.A,4,13-1140.04,Procedure,4,13-1140,7,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,372
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.04.A.05,13-1140.04.A,5,13-1140.04,Procedure,5,13-1140,8,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,373
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.05.A.01,13-1140.05.A,1,13-1140.05,Procedure,1,13-1140,9,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,374
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.05.A.02,13-1140.05.A,2,13-1140.05,Procedure,2,13-1140,10,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,375
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.05.A.03,13-1140.05.A,3,13-1140.05,Procedure,3,13-1140,11,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,376
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.05.A.04,13-1140.05.A,4,13-1140.05,Procedure,4,13-1140,12,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,377
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.05.A.05,13-1140.05.A,5,13-1140.05,Procedure,5,13-1140,13,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,378
Citizen,2013,2013,2014,2013/10/03 00:00:00+00,2013/10/28 00:00:00+00,2014/07/10 00:00:00+00,219,13-1140.06.A.01,13-1140.06.A,1,13-1140.06,Satellite,1,13-1140,14,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,379
Internal,2013,2013,2014,2013/10/13 00:00:00+00,2013/10/13 00:00:00+00,2014/08/13 00:00:00+00,277,13-1010.01.A.01,13-1010.01.A,1,13-1010.01,Force,1,13-1010,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,380
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.01.A.01,13-1167.01.A,1,13-1167.01,Force,1,13-1167,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,0,381
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.01.A.02,13-1167.01.A,2,13-1167.01,Force,2,13-1167,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,0,382
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.01.A.03,13-1167.01.A,3,13-1167.01,Force,3,13-1167,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,0,383
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.02.A.01,13-1167.02.A,1,13-1167.02,Procedure,1,13-1167,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,0,384
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.02.A.02,13-1167.02.A,2,13-1167.02,Procedure,2,13-1167,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,0,385
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.02.A.03,13-1167.02.A,3,13-1167.02,Procedure,3,13-1167,6,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,1,0,0,0,386
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.02.A.04,13-1167.02.A,4,13-1167.02,Procedure,4,13-1167,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,0,387
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.02.A.05,13-1167.02.A,5,13-1167.02,Procedure,5,13-1167,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,0,388
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.03.A.01,13-1167.03.A,1,13-1167.03,Courtesy,1,13-1167,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,0,389
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.03.A.02,13-1167.03.A,2,13-1167.03,Courtesy,2,13-1167,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,0,390
Citizen,2013,2013,2014,2013/11/11 00:00:00+00,2013/11/13 00:00:00+00,2014/03/25 00:00:00+00,253,13-1167.04.A.01,13-1167.04.A,1,13-1167.04,Courtesy,1,13-1167,11,Unfounded,0,0,Sustained,1,Unfounded-Sustained,0,1,1,1,0,0,0,391
Citizen,2013,2013,2014,2013/11/14 00:00:00+00,2013/11/14 00:00:00+00,2014/09/15 00:00:00+00,227,13-1146.01.A.01,13-1146.01.A,1,13-1146.01,Force,1,13-1146,1,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,392
Citizen,2013,2013,2014,2013/11/14 00:00:00+00,2013/11/14 00:00:00+00,2014/09/15 00:00:00+00,227,13-1146.02.A.01,13-1146.02.A,1,13-1146.02,Procedure,1,13-1146,2,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,393
Citizen,2013,2013,2014,2013/11/14 00:00:00+00,2013/11/14 00:00:00+00,2014/09/15 00:00:00+00,227,13-1146.03.A.01,13-1146.03.A,1,13-1146.03,Procedure,1,13-1146,3,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,394
Citizen,2013,2013,2014,2013/11/14 00:00:00+00,2013/11/14 00:00:00+00,2014/09/15 00:00:00+00,227,13-1146.04.A.01,13-1146.04.A,1,13-1146.04,Procedure,1,13-1146,4,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,395
Citizen,2013,2013,2014,2013/11/14 00:00:00+00,2013/11/14 00:00:00+00,2014/09/15 00:00:00+00,227,13-1146.04.A.02,13-1146.04.A,2,13-1146.04,Procedure,2,13-1146,5,Exonerated,0,0,Unfounded,0,Exonerated-Unfounded,0,0,0,0,0,0,0,396
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.01.A.01,13-1222.01.A,1,13-1222.01,Courtesy,1,13-1222,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,397
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.01.B.01,13-1222.01.B,1,13-1222.01,Courtesy,2,13-1222,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,398
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.01.B.02,13-1222.01.B,2,13-1222.01,Courtesy,3,13-1222,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,399
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.01.C.01,13-1222.01.C,1,13-1222.01,Courtesy,4,13-1222,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,400
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0530.01.A.01,15-0530.01.A,1,15-0530.01,Conduct,1,15-0530,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,401
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0530.02.A.01,15-0530.02.A,1,15-0530.02,Force,1,15-0530,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,402
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0530.02.B.01,15-0530.02.B,1,15-0530.02,Force,2,15-0530,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,403
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0530.02.C.01,15-0530.02.C,1,15-0530.02,Force,3,15-0530,4,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,404
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0530.02.D.01,15-0530.02.D,1,15-0530.02,Force,4,15-0530,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,405
Citizen,2015,2015,2015,2015/03/20 00:00:00+00,2015/03/24 00:00:00+00,2015/11/10 00:00:00+00,219,15-0530.02.E.01,15-0530.02.E,1,15-0530.02,Force,5,15-0530,6,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,406
Internal,2015,2015,2015,2015/04/15 00:00:00+00,2015/04/16 00:00:00+00,2015/11/24 00:00:00+00,OOC,15-0296.01.A.01,15-0296.01.A,1,15-0296.01,Conduct,1,15-0296,1,Sustained,1,1,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,407
Internal,2015,2015,2015,2015/04/15 00:00:00+00,2015/04/15 00:00:00+00,2015/09/30 00:00:00+00,OOC,15-0301.01.A.01,15-0301.01.A,1,15-0301.01,Conduct,1,15-0301,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,408
Internal,2015,2015,2015,2015/04/15 00:00:00+00,2015/04/15 00:00:00+00,2015/09/30 00:00:00+00,OOC,15-0301.02.A.01,15-0301.02.A,1,15-0301.02,Conduct,1,15-0301,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,409
Internal,2015,2015,2015,2015/04/16 00:00:00+00,2015/04/17 00:00:00+00,2015/07/29 00:00:00+00,OOC,15-0299.01.A.01,15-0299.01.A,1,15-0299.01,Force,1,15-0299,1,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,410
Internal,2015,2015,2015,2015/04/16 00:00:00+00,2015/04/17 00:00:00+00,2015/07/29 00:00:00+00,OOC,15-0299.02.A.01,15-0299.02.A,1,15-0299.02,Satellite,1,15-0299,2,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,411
Internal,2015,2015,2016,2015/05/31 00:00:00+00,2015/05/31 00:00:00+00,2016/04/11 00:00:00+00,213,15-0416.01.A.01,15-0416.01.A,1,15-0416.01,Force,1,15-0416,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,412
Citizen,2015,2015,2015,2015/06/19 00:00:00+00,2015/06/25 00:00:00+00,2015/10/15 00:00:00+00,261,15-0529.01.A.01,15-0529.01.A,1,15-0529.01,Procedure,1,15-0529,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,413
Citizen,2015,2015,2015,2015/06/19 00:00:00+00,2015/06/25 00:00:00+00,2015/10/15 00:00:00+00,261,15-0529.01.A.02,15-0529.01.A,2,15-0529.01,Procedure,2,15-0529,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,414
