X,Y,OBJECTID,CONAME,ADDR,CITY,STATE_NAME,ZIP,NAICS,SIC,EMPNUM,SALESVOL,DESC_,LATITUDE,LONGITUDE
-77.6497819999999,43.1471110000002,169,Church of the First Born,Fillmore St,Rochester,New York,14611,81311008,866107,1,0,"Church of the First Born, Fillmore St, Rochester, New York, 14611",43.1471110000002,-77.6497819999999
-77.629599,43.1912150000001,170,Church-the Ascension Episcopal,1360 Lake Ave,Rochester,New York,14606,81311008,866107,3,0,"Church-the Ascension Episcopal, 1360 Lake Ave, Rochester, New York, 14606",43.1912150000001,-77.629599
-77.629599,43.1912150000001,171,Church-the Ascension Episcopal,Lake Ave,Rochester,New York,14606,81311008,866107,3,0,"Church-the Ascension Episcopal, Lake Ave, Rochester, New York, 14606",43.1912150000001,-77.629599
-77.629599,43.1912150000001,172,Church-the Ascension Episcopal,Lake Ave,Rochester,New York,14606,81311008,866107,3,0,"Church-the Ascension Episcopal, Lake Ave, Rochester, New York, 14606",43.1912150000001,-77.629599
-77.6291009999999,43.1911900000001,173,Church-the Ascension-rochester,2 Riverside St,Rochester,New York,14613,81311008,866107,4,0,"Church-the Ascension-rochester, 2 Riverside St, Rochester, New York, 14613",43.1911900000001,-77.6291009999999
-77.6291009999999,43.1911900000001,174,Church-the Ascension-rochester,Riverside St,Rochester,New York,14613,81311008,866107,4,0,"Church-the Ascension-rochester, Riverside St, Rochester, New York, 14613",43.1911900000001,-77.6291009999999
-77.6291009999999,43.1911900000001,175,Church-the Ascension-rochester,Riverside St,Rochester,New York,14613,81311008,866107,4,0,"Church-the Ascension-rochester, Riverside St, Rochester, New York, 14613",43.1911900000001,-77.6291009999999
-77.6007609999999,43.1379100000001,176,Citylife Church,859 Meigs St,Rochester,New York,14620,81311008,866107,3,0,"Citylife Church, 859 Meigs St, Rochester, New York, 14620",43.1379100000001,-77.6007609999999
-77.6007609999999,43.1379100000001,177,Citylife Church,Meigs St,Rochester,New York,14620,81311008,866107,3,0,"Citylife Church, Meigs St, Rochester, New York, 14620",43.1379100000001,-77.6007609999999
-77.6007609999999,43.1379100000001,178,Citylife Church,Meigs St,Rochester,New York,14620,81311008,866107,3,0,"Citylife Church, Meigs St, Rochester, New York, 14620",43.1379100000001,-77.6007609999999
-77.6072409999999,43.1603700000001,179,Community Bible Church,284 Andrews St,Rochester,New York,14604,81311008,866107,1,0,"Community Bible Church, 284 Andrews St, Rochester, New York, 14604",43.1603700000001,-77.6072409999999
-77.6072409999999,43.1603700000001,180,Community Bible Church,Andrews St,Rochester,New York,14604,81311008,866107,1,0,"Community Bible Church, Andrews St, Rochester, New York, 14604",43.1603700000001,-77.6072409999999
-77.6072409999999,43.1603700000001,181,Community Bible Church,Andrews St,Rochester,New York,14604,81311008,866107,1,0,"Community Bible Church, Andrews St, Rochester, New York, 14604",43.1603700000001,-77.6072409999999
-77.6077209999999,43.1821900000001,182,Community Ministry Rochester,942 Joseph Ave,Rochester,New York,14621,81311021,866110,2,0,"Community Ministry Rochester, 942 Joseph Ave, Rochester, New York, 14621",43.1821900000001,-77.6077209999999
-77.6077209999999,43.1821900000001,183,Community Ministry Rochester,Joseph Ave,Rochester,New York,14621,81311021,866110,2,0,"Community Ministry Rochester, Joseph Ave, Rochester, New York, 14621",43.1821900000001,-77.6077209999999
-77.6077209999999,43.1821900000001,184,Community Ministry Rochester,Joseph Ave,Rochester,New York,14621,81311021,866110,2,0,"Community Ministry Rochester, Joseph Ave, Rochester, New York, 14621",43.1821900000001,-77.6077209999999
-77.6188859999999,43.1214370000001,185,Community of the Savior,4 E Henrietta Rd,Rochester,New York,14620,81311021,866110,2,0,"Community of the Savior, 4 E Henrietta Rd, Rochester, New York, 14620",43.1214370000001,-77.6188859999999
-77.6188859999999,43.1214370000001,186,Community of the Savior,E Henrietta Rd,Rochester,New York,14620,81311021,866110,2,0,"Community of the Savior, E Henrietta Rd, Rochester, New York, 14620",43.1214370000001,-77.6188859999999
-77.6188859999999,43.1214370000001,187,Community of the Savior,E Henrietta Rd,Rochester,New York,14620,81311021,866110,2,0,"Community of the Savior, E Henrietta Rd, Rochester, New York, 14620",43.1214370000001,-77.6188859999999
-77.5682109999999,43.1481300000001,188,Congregation Beth Hamedresh,1369 East Ave,Rochester,New York,14610,81311026,866112,3,0,"Congregation Beth Hamedresh, 1369 East Ave, Rochester, New York, 14610",43.1481300000001,-77.5682109999999
-77.5682109999999,43.1481300000001,189,Congregation Beth Hamedresh,East Ave,Rochester,New York,14610,81311026,866112,3,0,"Congregation Beth Hamedresh, East Ave, Rochester, New York, 14610",43.1481300000001,-77.5682109999999
-77.5682109999999,43.1481300000001,190,Congregation Beth Hamedresh,East Ave,Rochester,New York,14610,81311026,866112,3,0,"Congregation Beth Hamedresh, East Ave, Rochester, New York, 14610",43.1481300000001,-77.5682109999999
-77.579491,43.1378600000002,191,Congregation Beth Sholom,1161 Monroe Ave,Rochester,New York,14620,81311026,866112,3,0,"Congregation Beth Sholom, 1161 Monroe Ave, Rochester, New York, 14620",43.1378600000002,-77.579491
-77.579491,43.1378600000002,192,Congregation Beth Sholom,Monroe Ave,Rochester,New York,14620,81311026,866112,3,0,"Congregation Beth Sholom, Monroe Ave, Rochester, New York, 14620",43.1378600000002,-77.579491
-77.579491,43.1378600000002,193,Congregation Beth Sholom,Monroe Ave,Rochester,New York,14620,81311026,866112,3,0,"Congregation Beth Sholom, Monroe Ave, Rochester, New York, 14620",43.1378600000002,-77.579491
-77.544841,43.1656600000002,194,Congregation of Yahweh,1049 N Winton Rd,Rochester,New York,14609,81311008,866107,5,0,"Congregation of Yahweh, 1049 N Winton Rd, Rochester, New York, 14609",43.1656600000002,-77.544841
-77.544841,43.1656600000002,195,Congregation of Yahweh,N Winton Rd,Rochester,New York,14609,81311008,866107,5,0,"Congregation of Yahweh, N Winton Rd, Rochester, New York, 14609",43.1656600000002,-77.544841
-77.544841,43.1656600000002,196,Congregation of Yahweh,N Winton Rd,Rochester,New York,14609,81311008,866107,5,0,"Congregation of Yahweh, N Winton Rd, Rochester, New York, 14609",43.1656600000002,-77.544841
